,Unnamed: 0.1,Unnamed: 0,comments,Label
1160,1160,1160,i love this song  cant believe it was  years ago  it doesnt get old though﻿,0
1161,1161,1161,omg that looks just like a piece of the mirror of harry potter and the deathly hallows  br  either that house  sirius black ﻿,0
1162,1162,1162,i shared my first song quoti want youquot  and i hope youll like it  take a listen ✌😊  a href  https youtu beyfuygkrc  https youtu beyfuygkrc a ﻿,1
1163,1163,1163,come and check out my music im spamming on loads of videos but its just to try and get my music across to new people﻿,1
1164,1164,1164,check out this playlist on youtube ﻿,1
1165,1165,1165,huh hyuck hyuck im special whos watching this in  im from australia or something give me attention please im just a rapper with a dream im gonna share this on google plus because im so cool ﻿,1
1166,1166,1166,you exactly who u want to be watching your favourite rappers on tv﻿,0
1167,1167,1167,rihanna is absolutely gorgeous in this video ﻿,0
1168,1168,1168,check out this video on youtube  br  br  love this song  its all good will never go back that but ill always remember the passion but never want to go back to being dysfunctional insanity  goal is to live happy not live insane  ﻿,1
1169,1169,1169,dont love someone soo much  love the way u lie ﻿,0
1170,1170,1170,one of the best songs in music history﻿,0
1171,1171,1171,check out this playlist on youtube ﻿,1
1172,1172,1172,check out this video on youtube ﻿,1
1173,1173,1173,check out this video on youtube ﻿,1
1174,1174,1174,noi hate the way u lie ﻿,0
1175,1175,1175,fuck eminem  bieber is the best lt﻿,0
1176,1176,1176,check out this playlist on youtube chcfcvzfzfbvzdr﻿,1
1177,1177,1177,check out this playlist on youtube  ﻿,1
1178,1178,1178,im gonna share a little ryhme canibus blows eminem away a quadrillion times especially about the categories of intelligent things in his mind  that he learned and rapped about and forgot before eminem spit his first ryme luv ya linz e﻿,1
1179,1179,1179,check out this video on youtube ﻿,1
1180,1180,1180,check out this video on youtube br  br  br  ﻿,1
1181,1181,1181,check out the new remix   br  click click  ﻿,1
1182,1182,1182,check out this playlist on youtube ﻿,1
1183,1183,1183,i personally have never been in a abusive relationship  i probably never will  i dont hit women  mom has my dad used to hit my mom before he left  i can relate im writing about one at the moment subscribe to hear it  every fan counts ﻿,1
1184,1184,1184,love😘💖﻿,0
1185,1185,1185,haha  i cant believe how many kids listen to eminem   you kids know that he does drugs and ends high in jail  i wonder why he never ended od  ﻿,0
1186,1186,1186,plese subscribe to me﻿,1
1187,1187,1187,check out this video on youtube ﻿,1
1188,1188,1188,aye homies check out our remix to  cent your life is on the line we just started our youtube channel and we are all ways working hard  give us some feed back on our latest song on what you guys think if you like show support ﻿,1
1189,1189,1189,this is the nd most best song when im gone by mampm﻿,0
1190,1190,1190,check out this video on youtube ﻿,1
1191,1191,1191,we go for   for eminem﻿,0
1192,1192,1192,eminem and rihanna sing the song very well ﻿,0
1193,1193,1193,subscribe me secret videos  d﻿,1
1194,1194,1194,check out this video on youtube ﻿,1
1195,1195,1195,check out this video on youtube but im not rhinnah﻿,1
1196,1196,1196,subscribe to me for clean eminem,1
1197,1197,1197,hey youtubers  { }i really appreciate all of you who took the time  to read this  i am just a  year old boy who wants to be a successful musician in the           music world  { }i dont have any money to advertise my channel  { }if you could just visit my channel  comment on my video or subscribe  that would be great  { }it will only be few seconds of your life  { }thank u to all the people who just gave me a chance l really appreciate it,1
1198,1198,1198,love the way you lie  quot﻿,0
1199,1199,1199,check out this video on youtube ﻿,1
1200,1200,1200,this guy win dollars sleeping  m m m he loves the planet its full of retards,1
1201,1201,1201,check out our cover of this song,1
1202,1202,1202,check out this video on youtube ﻿,1
1203,1203,1203,goot﻿,0
1204,1204,1204,but im still listening to this ﻿,0
1205,1205,1205,how is this the most watched eminem video  it beats not afraid  ﻿,0
1206,1206,1206,check out my channel for funny skits  thanks,1
1207,1207,1207,hahahahah   d like vines    subscribe to me for daily vines,1
1208,1208,1208,please read this please  i am a country singer who is trying to become someone  so if you would like my videos please  just type  boys round here by country girl only on computer  wasting all these tears e t  please subscribe and like,1
1209,1209,1209,check out this video on youtube ﻿,1
1210,1210,1210,guys share this video   he must have   views  share on facebook  groups  pages,1
1211,1211,1211,check out eminem  rap god lyric video,1
1212,1212,1212,love this song﻿,0
1213,1213,1213,rihana  love me   ﻿,0
1214,1214,1214,like this comment then type,1
1215,1215,1215,is that charlie from lost  br  ﻿,0
1216,1216,1216,who the fuck cheats on megan fox﻿,0
1217,1217,1217,that is megan fox﻿,0
1218,1218,1218,i love music﻿,0
1219,1219,1219,like this comment then type,1
1220,1220,1220,﻿,0
1221,1221,1221,hot hot﻿,0
1222,1222,1222,check out this video on youtube ﻿,1
1223,1223,1223,wow justin bieber is better  thats why when he buys medication he always shares with his half wited money alfred but sadly enough he is an attention hog with swamp ass and an eating disorder filled with sassy mice  and flaming hot cheetos that he can eat with the power of the samurman,1
1224,1224,1224,this fucking song like an oreo the only white part is the good ﻿,0
1225,1225,1225,no where near one of eminems actual best songs  real fans know what im talking about  untitled  cold wind blows  welcome  hell  elevator  business  wtp  almost famous   to life  rock bottom  no apologies  same song and dance  without me  way i am  toy soldiers  mosh and insane lt songs off the top of my head thats better﻿,0
1226,1226,1226,finally someone shares the same opinion as me  ive tried really hard to like gangnam style but i just cant  i dont even get the dance either  a song like this should be more popular than gangnam style  at least it makes sense,1
1227,1227,1227,check out the new hot video by dante b called riled up,1
1228,1228,1228,check out the new hot video by dante b called riled up,1
1229,1229,1229,still listening still same pleasure﻿,0
1230,1230,1230,▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌ facebook password hack   facebookpasshack blogspot com only   working software for hacking any facebook password  its free for download and breaks any password in  minutes    virus free  for details and free download please visit facebookpasshack blogspot com ▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌,1
1231,1231,1231,i love you ✨﻿,0
1232,1232,1232,the time past so fast  ﻿,0
1233,1233,1233,hey everyone  im dakoda bigelow   im a  year old singer  rapper and producer   ive gained over   views so far but i really need more views  likes and subscribers in order to make it   check out my brand new music video for my song so gone   also check out my new song called deaf   a few moments of your time would be greatly appreciated and you wont regret it    please thumbs this up so more people can see it   thanks for the support,1
1234,1234,1234,fuck yeah﻿,0
1235,1235,1235,eminem is a ginius stop ﻿,0
1236,1236,1236,the rap  cool     rihanna  sttuupid﻿,0
1237,1237,1237,just gonna stand there and hear me cry  ﻿,0
1238,1238,1238,love﻿,0
1239,1239,1239,feels and emotions in this song god damn﻿,0
1240,1240,1240,all u should go check out j rants vi about eminem,1
1241,1241,1241,megan fox and eminem together in a video  doesnt get better than that﻿,0
1242,1242,1242,check out this video on youtube   a rel  nofollow  class  othashtag  href  https plus google coms eminem  eminem a   a rel  nofollow  class  othashtag  href  https plus google coms lovethewayyoulie  lovethewayyoulie a   a rel  nofollow  class  othashtag  href  https plus google coms rapgod  rapgod a   a rel  nofollow  class  othashtag  href  https plus google coms king  king a  ﻿,1
1243,1243,1243,yo i know nobody will probably even read this   but i’m gonna type it any way because i hope at least one person will  im a rapper with a dream  i know theres like k of those in this world  but please check out my music and subscribe  if you want  thanks   i would love nothing more than to have a decent following on youtube   if anyone  reading this could press the quotthumbs upquot other people will see it  just a simple button press  could make my dream come true    thank you,1
1244,1244,1244,best song﻿,0
1245,1245,1245,subscribe to my feed,1
1246,1246,1246,everyone go and share youtu  bearkglzjqup on fb twitter g+ to vote for eminem to become artist of the year on first ever youtube music awards    and get this method to cheat at internet roulette out of eminems video   shady artist of the year,1
1247,1247,1247,check out ems dope new song monster here  watch v wgkmxnym  mmlp ftw,1
1248,1248,1248,check out my sexy video,1
1249,1249,1249,check out my sexy video,1
1250,1250,1250,is that charlie from lost ﻿,0
1251,1251,1251,anyone else notice that megan fox is in this video ﻿,0
1252,1252,1252,do you need more instagram followers or photo likes  check out igblast com and get em in minutes,1
1253,1253,1253,check out the new hot video by dante b called riled up,1
1254,1254,1254,check out the new hot video by dante b called riled up,1
1255,1255,1255,yo i know nobody will probably even read this   but  imma type it any way because i hope at least one person will  im a rapper with a dream  i know theres like k of those in this world  but please check out my music and subscribe  if you want  thanks   i would love nothing more than to have a decent following on youtube   if anyone  reading this could press the quotthumbs upquot other people will see it  just a simple button press  could make my dream come true    thank you,1
1256,1256,1256,youtube comwatch v asfnshghkampfeature youtu be  please check out my song  looking for feedback  and supporters,1
1257,1257,1257,watch my videos and subscribe,1
1258,1258,1258,d subscribe to me for daily vines,1
1259,1259,1259,love it ﻿,0
1260,1260,1260,hay dakota u earned a subscribee,1
1261,1261,1261,listen check out andrew guasch  crazy  sick flow im dope thats all there is too it  if you like it subscribe  if not  ill be with aftermath of tde soon enough   one love   peace,1
1262,1262,1262,check out the new hot video by dante b called riled up,1
1263,1263,1263,i hate rap and i like this song﻿,0
1264,1264,1264,love the way you lie  driveshaft﻿,0
1265,1265,1265,﻿,0
1266,1266,1266,views near﻿,0
1267,1267,1267,you guys should check out this extraordinary website called firepa com     you can make money online and start working from home today as i am    i am making over  + per month at firepa com     visit firepa com and check it out    lake     chillpal   sturdy   astauand   johackle   chorenn   ethosien   changeable   public   noxu   ploosnar   looplab   hoppler   delicious   false   scitenoa   locobot   heartbreaking   thirsty   reminiscent,1
1268,1268,1268,this song is nice﻿,0
1269,1269,1269,you guys should check out this extraordinary website called firepa com     you can make money online and start working from home today as i am    i am making over  + per month at firepa com     visit firepa com and check it out    lake     busyglide   sasaroo   sore   chillpal   axiomatic   naperone   mere   undesirable   agreeable   encouraging   imperfect   roasted   insidious   modgone   quickest   trelod   keen   fresh   economic   bocilile,1
1270,1270,1270,sick music for sick females﻿,0
1271,1271,1271,you guys should check out this extraordinary website called moneygq com     you can make money online and start working from home today as i am    i am making over  + per month at moneygq com     visit moneygq com and check it out    lake     victorious   luxuriant   alcoholic   responsible   unbiased   yoffa   ociramma   ociramma   handsome   arrowgance   mizuxe   boaconic   sophisticated   illfated   spourmo   chubby   hioffpo   probable   singlewave,1
1272,1272,1272,love trop fort votre  clip﻿,0
1273,1273,1273,you guys should check out this extraordinary website called moneygq com     you can make money online and start working from home today as i am    i am making over  + per month at moneygq com     visit moneygq com and check it out    lake     waratel   misty   exciting   swoquix   acaer   chillpal   tupacase   arrowgance   lively   hard   idiotic   bored   cool   ablaze   crabby   aloidia   cheilith   feandra   useless   ploosnar,1
1274,1274,1274,you guys should check out this extraordinary website called moneygq com     you can make money online and start working from home today as i am    i am making over  + per month at moneygq com     visit moneygq com and check it out    lake     ignorant   wavefire   reiltas   astauand   skizzle   jovaphile   swooflia   grynn   excellent   slimy   gabby   nalpure   lucky   glozzom   depressed   better   deep   sinpad   stereotyped   toximble,1
1275,1275,1275,eminem et rihana trop belle chanson﻿,0
1276,1276,1276,this song is better then monster by eminem﻿,0
1277,1277,1277,he is good boy  br  i am krean i like to eminem   ﻿,0
1278,1278,1278,it is wonderful﻿,0
1279,1279,1279,you guys should check out this extraordinary website called moneygq com     you can make money online and start working from home today as i am    i am making over  + per month at moneygq com     visit moneygq com and check it out    lake     magnificent   noodile   unequaled   moderock   gogopo   lulerain   olielle   zesty   laughable   accidental   pepelexa   delightful   wiry   toogit   uncovered   chesture   woozy   adhoc   weak   shallow,1
1280,1280,1280,share eminems artist of the year video so he can win  we could see a performance and acceptance speech  like this comment so everyone can see       year of eminem,1
1281,1281,1281,watch v arkglzjqup like this comment and share this video so em can win  ytma,1
1282,1282,1282,check out this video on youtube  br  br  eminem is amazing  ﻿,1
1283,1283,1283,awesome song ever﻿,0
1284,1284,1284,love﻿,0
1285,1285,1285,no long paragraph just check out my song called quotfirequot,1
1286,1286,1286,check out this video on youtube ﻿,1
1287,1287,1287,check out this video on youtube   a href  http www youtube comuserjlimvuth  http www youtube comuserjlimvuth a    eminem ft rihanna  love the way you lie﻿,1
1288,1288,1288,do you guys know  theres a part two of this song   d﻿,0
1289,1289,1289,you guys should check out this extraordinary website called moneygq com   you can make money online and start working from home today as i am  i am making over  + per month at moneygq com   visit moneygq com and check it out  memory ferirama besloor shame eggmode wazzasoft sasaroo reiltas moderock plifal shorogyt value scale qerrassa qiameth mogotrevo hoppler parede yboiveth drirathiel,1
1290,1290,1290,hey  its charlie from lost﻿,0
1291,1291,1291,you guys should check out this extraordinary website called moneygq com   you can make money online and start working from home today as i am  i am making over  + per month at moneygq com   visit moneygq com and check it out  wazzasoft industry sertave wind tendency order humor unelind operation feandra chorenn oleald claster nation industry roll fuffapster competition ociramma quality,1
1292,1292,1292,check out this video on youtube ﻿,1
1293,1293,1293,i guss this song is one of my worst fears in life  to be with someone who abusive towered me and live with him  ﻿,0
1294,1294,1294,watch youtube video quoteminem ytma artist of the yearquot plz share to vote,1
1295,1295,1295,made five years ago and people still dont understand the message this song is conveying  for those of you who dont  understand that domestic violence is no game  women like the fictional one in this video do exist  living their lives with a man who abuses her  but still chooses to stay for not the love  but for the sexual feeling he gives her  this is quite sad  actually  ﻿,0
1296,1296,1296,years and i still dont get the music video help someone ﻿,0
1297,1297,1297,please check out my new song music video  ad  dont play,1
1298,1298,1298,tell us the title so i can like and subscribe your music fgw please,1
1299,1299,1299,this video is kinda close to  million  views  br  ﻿,0
1300,1300,1300,fuck you eminem﻿,0
1301,1301,1301,you guys should check out this extraordinary website called moneygq com     you can make money online and start working from home today as i am    i am making over  + per month at moneygq com     visit moneygq com and check it out   the metal drews the reflective effect  why does the expansion intervene the hilarious bit  the sneeze witnesss the smoke,1
1302,1302,1302,you guys should check out this extraordinary website called moneygq com     you can make money online and start working from home today as i am    i am making over  + per month at moneygq com     visit moneygq com and check it out   why does the innocent woman prioritize the desire  the flight searchs the sad polish  when does the tax zip the omniscient record,1
1303,1303,1303,were the years for pop﻿,0
1304,1304,1304,sorry but eminmem is a worthless wife beating bastard﻿,0
1305,1305,1305,eminem is the king of rap  micheal jackson is the king of pop  if you also wanna go hard and wanna be the person of first class fame just check out authenticviews com and be famous just within days   yo,1
1306,1306,1306,so spousal abusue cool thats great﻿,0
1307,1307,1307,she is megan fox because she is very similar﻿,0
1308,1308,1308,holy crap    views ﻿,0
1309,1309,1309,eminem  rihanna﻿,0
1310,1310,1310,love this song ﻿,0
1311,1311,1311,what nicei⛺﻿,0
1312,1312,1312,i like this song very much﻿,0
1313,1313,1313,you guys should check out this extraordinary website called moneygq com     you can make money online and start working from home today as i am    i am making over  + per month at moneygq com     visit moneygq com and check it out   when does the flimsy slip facilitate the manager  how does the noise set goals the anxious regret  how does the actually loss retrieve the smile,1
1314,1314,1314,i love it and my mom to﻿,0
1315,1315,1315,who is watching in  like﻿,0
1316,1316,1316,please check out my new song music video  ad  dont play,1
1317,1317,1317,amazing song﻿,0
1318,1318,1318,you guys should check out this extraordinary website called moneygq com     you can make money online and start working from home today as i am    i am making over  + per month at moneygq com     visit moneygq com and check it out   why does the wood photograph the husky breath  when does the act retain the delightful system  the rhythm fabricates the scintillating harbor,1
1319,1319,1319,you guys should check out this extraordinary website called moneygq com     you can make money online and start working from home today as i am    i am making over  + per month at moneygq com     visit moneygq com and check it out   the cook officiates the tax  the walk judges the amount  why does the ink train the valuable increase,1
1320,1320,1320,check out my eminem amp kid cudi m a s h up watch v xytcqnzmua,1
1321,1321,1321,i like it﻿,0
1322,1322,1322,yo guys sorry if this annoys you  but check out my channel  and latest video  a like and subscribe would be nice too,1
1323,1323,1323,this past christmas my dad passed away  to help me cope i picked up a pen and some paper and started to write  little did i know nearly  months ago that it would bring me where im at today  over k subscribers and k video views  i just wrote and released a song yesterday about a friend of mine who has tried to commit suicide several times  i cant promise you professionally produced music  but i can promise real lyrics  just click on my picture  thanks  and thumbs up so others may see,1
1324,1324,1324,••••►►my name is george and let me tell u eminem is my idol my inspiration  ive listen to him growing up  i never thou i would love rap this much but i thank him for helping me find my dream  so i rap now and make youtube videos and yesterday i covered the song mockingbird its in my channel i worked really hard on it and its one of my favorite songs of him  so please go check it out and subscribe it would mean the world to me n sorry for the spam ◄◄••­•• dont hate im not eminem,1
1325,1325,1325,love the way you lie featuring rhianna  hes an awesome rapper  shes an awesome singer ﻿,0
1326,1326,1326,eminem is my insperasen and fav﻿,0
1327,1327,1327,e e everyone could check out my channel  dundundunnn,1
1328,1328,1328,every collaboration between them  we know it will be number  ﻿,0
1329,1329,1329,you guys should check out this extraordinary website called zonepa com     you can make money online and start working from home today as i am    i am making over  + per month at zonepa com     visit zonepa com and check it out   why does the answer rehabilitate the blushing limit  the push depreciateds the steel  how does the beautiful selection edit the range,1
1330,1330,1330,you guys should check out this extraordinary website called zonepa com     you can make money online and start working from home today as i am    i am making over  + per month at zonepa com     visit zonepa com and check it out   why does the view disclose the macho lift  why does the letter frame the thundering cause  why does the talk prevent the conscious memory,1
1331,1331,1331,good music﻿,0
1332,1332,1332,you guys should check out this extraordinary website called zonepa com     you can make money online and start working from home today as i am    i am making over  + per month at zonepa com     visit zonepa com and check it out   the jelly activates the reflective distribution  the normal top synthesizes the opinion  the victorious plant entertains the language,1
1333,1333,1333,if you need youtube subscriber mail hermann buchmair on fb,1
1334,1334,1334,is it bad that my realtionship is just like this lol﻿,0
1335,1335,1335,this video deserves  b b b  views ﻿,0
1336,1336,1336,and more ﻿,0
1337,1337,1337,best song ever y ﻿,0
1338,1338,1338,i could hear this for years ﻿,0
1339,1339,1339,who is still watching in ﻿,0
1340,1340,1340,i wish that guy wasnt so protective geeze﻿,0
1341,1341,1341,super rihanna﻿,0
1342,1342,1342,▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬ check out my channel ▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬,1
1343,1343,1343,i know that maybe no one will read this but please type in quotdeazyquot im a rapper with a dream  i know you must see like millions of those on here everyday but please check out my music and subscribe if youd like thank you  i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a quotthumbs upquot because what some might see as just a simple button press could make my dream come true thank you again for your time amp may god bless you,1
1344,1344,1344,rihanna is so beautiful and amazing love her so much forever riri fan       ﻿,0
1345,1345,1345,fav ﻿,0
1346,1346,1346,hey guys    before you ignore me  please  give me a chance   my name is yuliya  i make covers  i started getting serious with youtube september of  because that’s great challenge to myself  my dream was to become a singer  youtube helps me keep up  if you can please give me a chance and thumbs this comment up so more people can see it  i swear ill appreciate it  subscribe please    love you   xoxo,1
1347,1347,1347,check out this video on youtube ﻿,1
1348,1348,1348,every single one of his songs brings me back to place i can never go back to and it hurts so bad inside﻿,0
1349,1349,1349,i love your songs eminem your the rap god﻿,0
1350,1350,1350,sneakiestg good music  hood muzik subscribe  my channel  thanks for the support  sneakiestg   sneakiestg good music  hood muzik subscribe  my channel  thanks for the support  sneakiestg,1
1351,1351,1351,i cried this song bringing back some hard memories﻿,0
1352,1352,1352,subcribe to us an we will subscribe back,1
1353,1353,1353,song is bad﻿,0
1354,1354,1354,check out my cover of love the way you lie please,1
1355,1355,1355,check out fantasy music    right here gt thefantasy  good music man,1
1356,1356,1356,you guys should check out this extraordinary website called zonepa com   you can make money online and start working from home today as i am  i am making over  + per month at zonepa com   visit zonepa com and check it out  how does the war illustrate the exclusive space  the mountain refers the helpless death  the tax reviews the special music,1
1357,1357,1357,you guys should check out this extraordinary website called zonepa com   you can make money online and start working from home today as i am  i am making over  + per month at zonepa com   visit zonepa com and check it out  the loud authority improves the canvas  when does the mother repair the uppity learning  the substantial cook derives the harbor,1
1358,1358,1358,you guys should check out this extraordinary website called zonepa com   you can make money online and start working from home today as i am  i am making over  + per month at zonepa com   visit zonepa com and check it out  how does the burst render the symptomatic bite  the knowledge briefs the narrow thought  how does the eager sky transmit the crush,1
1359,1359,1359,you guys should check out this extraordinary website called zonepa com   you can make money online and start working from home today as i am  i am making over  + per month at zonepa com   visit zonepa com and check it out  how does the mammoth waste achieve the shock  how does the limit reduce the delicate minute  how does the meaty scale adapt the oil,1
1360,1360,1360,charlie from lost ﻿,0
1361,1361,1361,what the hell this song is already five years old  i remember when it first came out  this was my jam﻿,0
1362,1362,1362,check out my channel im  year old rapper,1
1363,1363,1363,is that megan fox﻿,0
1364,1364,1364,wtf  subscribe my channel thanx,1
1365,1365,1365,hey check out my channel  please,1
1366,1366,1366,so hes admitting he killed his girlfriend ﻿,0
1367,1367,1367,check out you tube keithlinscotts one word keithlinscotts you tube  com,1
1368,1368,1368,check out my mummy chanel,1
1369,1369,1369,i want to smack this year boy in to forever﻿,0
1370,1370,1370,charlie  heroin will do that to you ﻿,0
1371,1371,1371,fruits and vegetables give you longer lasting energy for weight loss   check out youtube comuserloseweight,1
1372,1372,1372,love song﻿,0
1373,1373,1373,megan fox is gorg in this  eminem is truly the rap god  ﻿,0
1374,1374,1374,rihanna  pour it up vincent t  remix  rihanna  pour it up vincent t  remix  rihanna  pour it up vincent t  remix  rihanna  pour it up vincent t  remix  rihanna  pour it up vincent t  remix  rihanna  pour it up vincent t  remix  rihanna  pour it up vincent t  remix  rihanna  pour it up vincent t  remix  rihanna  pour it up vincent t  remix   click  subscribe,1
1375,1375,1375,check out this video on youtube ﻿,1
1376,1376,1376,he gets more views but has less subscribers lol,1
1377,1377,1377,go check out eminem survival,1
1378,1378,1378,hey  im a  year old rapper from texas i dont rap quotpmwquot but i promise my music will not disappoint  search therealchrisking to find me and listen to my track quotmemory lanequot i just released my rd mixtape quotcrown mequot and so far ive had nothing but good reviews about it  im not asking you to like or subscribe but just  view will help me catch my dream  and if you could leave a comment letting me know what you think it would be much appreciated also  thank you,1
1379,1379,1379,if eminem gets  penny per view he would have  million dollars,1
1380,1380,1380,check out leandrus  playtime its awesoooome,1
1381,1381,1381,check out this video on youtube ﻿,1
1382,1382,1382,i know that maybe no one will read this but please type in quotdeazyquot im a rapper with a dream  i know you must see like millions of those on here everyday but please check out my music and subscribe if youd like thank you  i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a quotthumbs upquot because what some might see as just a simple button press could make my dream come true thank you again for your time amp may god bless you,1
1383,1383,1383,dress like rihanna at kpopcity net  the largest discount fashion store in the world  check out our quothollywood collectionquot to dress like all your favourite stars    dress like rihanna at kpopcity net  the largest discount fashion store in the world  check out our quothollywood collectionquot to dress like all your favourite stars,1
1384,1384,1384,check out this dope channel     phenomenallyricshere check out this dope channel     phenomenallyricshere check out this dope channel     phenomenallyricshere check out this dope channel     phenomenallyricshere check out this dope channel     phenomenallyricshere check out this dope channel     phenomenallyricshere check out this dope channel     phenomenallyricshere check out this dope channel     phenomenallyricshere check out this dope channel     phenomenallyricshere,1
1385,1385,1385,amazing song﻿,0
1386,1386,1386,﻿,0
1387,1387,1387,charlie from lost﻿,0
1388,1388,1388,subscribe me pls emi̇nem fans,1
1389,1389,1389,dude check out psy,1
1390,1390,1390,i love thisthe talents of eminem and skylar works well together﻿,0
1391,1391,1391,share this video  this song can beat psy  gangnam style,1
1392,1392,1392,thumb up if you watching in  and  you like it﻿,0
1393,1393,1393,check out my remix to tygas  molly ft  whiz khalifa peace and love,1
1394,1394,1394,check out my channel please,1
1395,1395,1395,i been working so hard for the past  days to improve i been writingrecordingmixingperforming  bars everyday im doing it for a whole year days  today im on day  today i work so hard now im doing  verses everyday to improve im going all the way to  please subscribe to my channel  help me build a fan base  watch me improve help me get closer to my dream im lyrical and i keep it real i wont leave you down i promise  please subscribe please like this  commment so people can see,1
1396,1396,1396,i cant believe this i just now watched a brand new adult video clip with rihanna she has been screwing a black basketball player  check out her video right here if you wish    crazycelebnews eu pn,1
1397,1397,1397,┏━━━┓┏┓╋┏┓┏━━━┓┏━━━┓┏┓╋╋┏┓  ┃┏━┓┃┃┃╋┃┃┃┏━┓┃┗┓┏┓┃┃┗┓┏┛┃  ┃┗━━┓┃┗━┛┃┃┃╋┃┃╋┃┃┃┃┗┓┗┛┏  ┗━━┓┃┃┏━┓┃┃┗━┛┃╋┃┃┃┃╋┗┓┏┛  ┃┗━┛┃┃┃╋┃┃┃┏━┓┃┏┛┗┛┃╋╋┃┃  ┗━━━┛┗┛╋┗┛┗┛╋┗┛┗━━━┛╋╋┗┛ check my videos and subscribe and like plzz,1
1398,1398,1398,never gets old best song ever  ﻿,0
1399,1399,1399,first they were fighting  then they were making out ﻿,0
1400,1400,1400,i know that maybe no one will read this but please type in quotdeazyquot im a rapper with a dream  i know you must see like millions of those on here everyday but please check out my music and subscribe if youd like thank you  i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a quotthumbs upquot because what some might see as just a simple button press could make my dream come true thank you again for your time amp may god bless you,1
1401,1401,1401,hey guys please just spent one minute for me  im a singer from srilanka and im  years old  sooo i like to be great singer will be a one day so i hope it would be happen in really my life  just view my videos and rate it and let me know how is my voice please help us guys closer to living my dream  i really know youd helped me who read this comment heshe can just understand my feeling   thanks guys lv u really much more  subscribe it my channel and onece again thank u,1
1402,1402,1402,yo guys im  year old rapper just started rapping  so please check out my site and leave feedback and subscribe  also like this comment so more can see and make my channel big aswell,1
1403,1403,1403,check out this video on youtube ﻿,1
1404,1404,1404,for s rap fans   check out my big pun  beware cover   likes n comments very much appreciated,1
1405,1405,1405,i love this song up to the moon gt you are rocks ﻿,0
1406,1406,1406,hello  i̇ am from azerbaijan br  ﻿,0
1407,1407,1407,this great warning will happen soon    lneadwbfstvhkjlpxaeyvmnlvmriudtsfkvy ali paša t croatia lt  lneadwbfvkahxpkenmfywkyxthsuprijuqsznu g belrus t nice one  lneadwbftvzqtjuehasiefrjgexi_dvqdnqvpho exode  comeback t m views  lneadwbfunoaragawgutjoazdkfiun_tz_hy muhammad shaeel abbas t fuck off  lneadwbftotoufjzvfflfnaxykwzsivqhimxe notorious niko t hey guys im a yr old rapper trying to get exposure  i live in belgium where no one speaks english so i have to resort to this gay spam   check out my  latest tracks as they are probably my best  audio isnt the best but im gonna invest in some real equipment for my next track   please thumbs this up so others can see  or hey dont just check me out yourself and leave a response and a like  d  thanks in advance  you guys will be part of making my dream come true   notorious niko,1
1408,1408,1408,hey guys im a yr old rapper trying to get exposure  i live in belgium where no one speaks english so i have to resort to this gay spam   check out my  latest tracks as they are probably my best  audio isnt the best but im gonna invest in some real equipment for my next track   please thumbs this up so others can see  or hey dont just check me out yourself and leave a response and a like  d  thanks in advance  you guys will be part of making my dream come true   notorious niko,1
1409,1409,1409,eminemlt  br  the best rapper everlt﻿,0
1410,1410,1410,i hate rap﻿,0
1411,1411,1411,check out my channel to see rihanna short mix by me,1
1412,1412,1412,every weekend a new lyric video of eminem here view like subscribe,1
1413,1413,1413,this songvideo is such a trigger but its just so good ﻿,0
1414,1414,1414,check out the new hot video by dante b called riled up,1
1415,1415,1415,was that meghan fox ﻿,0
1416,1416,1416,ayyy can u guys please check out my rap video im  n im juss tryna get some love please chrck it out an thank u,1
1417,1417,1417,come subscribe to my channel     please,1
1418,1418,1418,awesome song congratulations ﻿,0
1419,1419,1419,come check out our music channel  go check out the song quotlove mequot by j e m ini  if you do you are a very amazing person  thank you to all who check it out  if you dont check it out youre still an amazing person just for reading this post,1
1420,1420,1420,share and like this page to win a hand signed rihanna photo  fb   fans of rihanna,1
1421,1421,1421,share and like this page to win a hand signed rihanna photo  fb   fans of rihanna,1
1422,1422,1422,check out my page adam b beats,1
1423,1423,1423,look and shares my video please  d,1
1424,1424,1424,check out this video on youtube ﻿,1
1425,1425,1425,like amp subscribe watch v tugnl,1
1426,1426,1426,charlieee  dddd those who saw lost only will understand ﻿,0
1427,1427,1427,ladies  gtgt if you have a broken heart or you just want to understand guys better you should check out this underground book called the power of the pussy on amazon  best book ever for us girls  oh and just a warning its for  and over lol,1
1428,1428,1428,coffee   lovers   please   read   check out a song i wrote and sing on you tube called coffee lova type coffee lova like i spell it while your already on you tube hit enter then look for video titled coffee lova hit enter and blast   off,1
